id,title,search_all,grouping,activity_type_id,description,session_type,grouping_id,activity_type,start_date
11453,Bone Health Education Initiative; The Role of the RANK/RANKL/OPG Pathway in Bone Loss and Associated Diseases,"Bone Health Education Initiative; The Role of the RANK/RANKL/OPG Pathway in Bone Loss and Associated Diseases Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><u>Harold Rosen, MD</u></span></p>
<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><strong>PLEASE NOTE:&nbsp; One of the drugs discussed in this program -Denosumab -&nbsp;is an investigational drug and is not yet approved by the FDA for commercial use.</strong></span></p>
<p>&nbsp;</p>  11/12/2008  2008  11  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><u>Harold Rosen, MD</u></span></p>
<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><strong>PLEASE NOTE:&nbsp; One of the drugs discussed in this program -Denosumab -&nbsp;is an investigational drug and is not yet approved by the FDA for commercial use.</strong></span></p>
<p>&nbsp;</p>",S,6,Enduring Material,2008-11-12T05:00:00Z
11454,Syphilis Darkfield Microscopy Training,"Syphilis Darkfield Microscopy Training Internet Activity Enduring Material Internet Enduring Enduring Material   11/18/2008  2008  11  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-11-18T05:00:00Z
11455,HPV-What's the Controversy,"HPV-What's the Controversy Internet Activity Enduring Material Internet Enduring Enduring Material   11/19/2008  2008  11  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-11-19T05:00:00Z
11456,Imaging of Vulnerable Plaque,"Imaging of Vulnerable Plaque Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">MD</font></font></b></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span>?</span>?Mehmet Cilingiroglu,</p>
<p><strong>PLEASE NOTE:&nbsp; Optical coherence tomography is&nbsp;investigational and is&nbsp;not yet approved in the U.S. for commercial use.</strong></p>  11/19/2008  2008  11  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">MD</font></font></b></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span>?</span>?Mehmet Cilingiroglu,</p>
<p><strong>PLEASE NOTE:&nbsp; Optical coherence tomography is&nbsp;investigational and is&nbsp;not yet approved in the U.S. for commercial use.</strong></p>",S,6,Enduring Material,2008-11-19T05:00:00Z
11458,ABC of Hepatitis,"ABC of Hepatitis Internet Activity Enduring Material Internet Enduring Enduring Material   12/03/2008  2008  12  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-12-03T05:00:00Z
11459,Unresolved issues in GERD(gastroesophageal reflux disease),"Unresolved issues in GERD(gastroesophageal reflux disease) Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 10.5pt"">Stuart Spechler, MD</span></p>  12/03/2008  2008  12  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 10.5pt"">Stuart Spechler, MD</span></p>",S,6,Enduring Material,2008-12-03T05:00:00Z
11460,CSB and MSM: Is It An Issue? Recognizing and Addressing Compulsive Sexual Behavior Among Men Who Hav,"CSB and MSM: Is It An Issue? Recognizing and Addressing Compulsive Sexual Behavior Among Men Who Hav Internet Activity Enduring Material Internet Enduring Enduring Material   12/11/2008  2008  12  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-12-11T05:00:00Z
11461,Identification of androgen receptor signaling antagonists for prostate cancer,"Identification of androgen receptor signaling antagonists for prostate cancer Internet Activity Enduring Material Internet Enduring Enduring Material <p>Zhongyun Dong, MD</p>  12/10/2008  2008  12  ",Internet Activity Enduring Material,2,"<p>Zhongyun Dong, MD</p>",S,6,Enduring Material,2008-12-10T05:00:00Z
11462,ANTITHROMBOTIC THERAPY IN ACS:  A Synthesis - December 2008,"ANTITHROMBOTIC THERAPY IN ACS:  A Synthesis - December 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   12/01/2008  2008  12  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-12-01T05:00:00Z
11463,"“Fructose, Salt and Hypertension”","“Fructose, Salt and Hypertension” Internet Activity Enduring Material Internet Enduring Enduring Material <p>&nbsp;<u><span style=""font-size:10.5pt;font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;
mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:
EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Manoocher Soleimani, M.D.</span></u></p>  12/17/2008  2008  12  ",Internet Activity Enduring Material,2,"<p>&nbsp;<u><span style=""font-size:10.5pt;font-family:&quot;Times New Roman&quot;,&quot;serif&quot;;
mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:
EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA"">Manoocher Soleimani, M.D.</span></u></p>",S,6,Enduring Material,2008-12-17T05:00:00Z
11464,Vaginitis,"Vaginitis Internet Activity Enduring Material Internet Enduring Enduring Material   01/07/2009  2009  01  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-01-07T05:00:00Z
11465,"Identification of a New Genetic Disease: Familial Pulmonary Alveolar
Proteinosis","Identification of a New Genetic Disease: Familial Pulmonary Alveolar
Proteinosis Internet Activity Enduring Material Internet Enduring Enduring Material <p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Bruce Trapnell, MD</p>
</font></font></b></p>  01/07/2009  2009  01  ",Internet Activity Enduring Material,2,"<p><b><font face=""Times New Roman"" size=""3""><font face=""Times New Roman"" size=""3"">
<p>Bruce Trapnell, MD</p>
</font></font></b></p>",S,6,Enduring Material,2009-01-07T05:00:00Z
11466,Change and Challenges in Medical Student Education,"Change and Challenges in Medical Student Education Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Drs. Coberly,&nbsp;Kennebeck ,and Jadeed</span></p>  01/14/2009  2009  01  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Drs. Coberly,&nbsp;Kennebeck ,and Jadeed</span></p>",S,6,Enduring Material,2009-01-14T05:00:00Z
11467,MANAGED CARE INTERVENTIONS FOR IMPROVING OUTCOMES IN ACUTE HEART FAILURE SYNDROMES (supplement to The American Journal of Managed Care) - December 2008,"MANAGED CARE INTERVENTIONS FOR IMPROVING OUTCOMES IN ACUTE HEART FAILURE SYNDROMES (supplement to The American Journal of Managed Care) - December 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   12/01/2008  2008  12  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-12-01T05:00:00Z
11468,Zygomycosis – a update to a moldy problem,"Zygomycosis – a update to a moldy problem Internet Activity Enduring Material Internet Enduring Enduring Material <p class=""MsoNormal"" style=""margin: 0in 0in 0pt""><b style=""mso-bidi-font-weight: normal""><u><span style=""font-size: 10.5pt""><font face=""Times New Roman"">George Smulian, M.D. </font></span></u></b></p>  01/21/2009  2009  01  ",Internet Activity Enduring Material,2,"<p class=""MsoNormal"" style=""margin: 0in 0in 0pt""><b style=""mso-bidi-font-weight: normal""><u><span style=""font-size: 10.5pt""><font face=""Times New Roman"">George Smulian, M.D. </font></span></u></b></p>",S,6,Enduring Material,2009-01-21T05:00:00Z
11469,"New Strategies to Break the Cycle of Acute and Chronic Pain in Rehabilitation ","New Strategies to Break the Cycle of Acute and Chronic Pain in Rehabilitation  Internet Activity Enduring Material Internet Enduring Enduring Material   02/01/2009  2009  02  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-02-01T05:00:00Z
11470,CONTEMPORARY TOPICS IN RHEUMATOID ARTHRITIS:  Chronic Viral Infections in Patients on Biologic Agents - January 2009,"CONTEMPORARY TOPICS IN RHEUMATOID ARTHRITIS:  Chronic Viral Infections in Patients on Biologic Agents - January 2009 Print  Enduring Material   01/01/2009  2009  01  ",Print,2,,S,7,Enduring Material,2009-01-01T05:00:00Z
11471,Syphilis and HIV,"Syphilis and HIV Internet Activity Enduring Material Internet Enduring Enduring Material   01/07/2009  2009  01  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-01-07T05:00:00Z
11472,Cost Effective Analysis of Pharmacogenetic Testing for Warfarin,"Cost Effective Analysis of Pharmacogenetic Testing for Warfarin Internet Activity Enduring Material Internet Enduring Enduring Material <p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Mark Eckman, MD</span></p>  02/04/2009  2009  02  ",Internet Activity Enduring Material,2,"<p><span style=""font-size: 10.5pt; font-family: &quot;Times New Roman&quot;,&quot;serif&quot;; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Mark Eckman, MD</span></p>",S,6,Enduring Material,2009-02-04T05:00:00Z
11473,STD and MSMs,"STD and MSMs Internet Activity Enduring Material Internet Enduring Enduring Material   02/11/2009  2009  02  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-02-11T05:00:00Z
11474,The Eighth Annual Diabetes Summit:  Linking Science to Medicine - 2008,"The Eighth Annual Diabetes Summit:  Linking Science to Medicine - 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   01/08/2009  2009  01  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-01-08T05:00:00Z
11475,MANAGING AGE-RELATED MACULAR DEGENERATION - An Update - February 2009,"MANAGING AGE-RELATED MACULAR DEGENERATION - An Update - February 2009 Internet Activity Enduring Material Internet Enduring Enduring Material <p><strong>PLEASE NOTE:&nbsp; The version of the course posted here&nbsp;has been approved for <em>AMA PRA Category 1 credit </em>only.&nbsp; </strong></p>  02/02/2009  2009  02  ",Internet Activity Enduring Material,2,<p><strong>PLEASE NOTE:&nbsp; The version of the course posted here&nbsp;has been approved for <em>AMA PRA Category 1 credit </em>only.&nbsp; </strong></p>,S,6,Enduring Material,2009-02-02T05:00:00Z
11477,PROCEEDINGS - The Science and Art of Transplantation - September 2008,"PROCEEDINGS - The Science and Art of Transplantation - September 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   09/01/2008  2008  09  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-09-01T04:00:00Z
11478,TRANSPLANT ROUNDS:  The Science and Art of Transplantation - CME Newsletter #1 - November 2008,"TRANSPLANT ROUNDS:  The Science and Art of Transplantation - CME Newsletter #1 - November 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   11/01/2008  2008  11  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-11-01T04:00:00Z
11479,TRANSPLANT ROUNDS:  The Science and Art of Transplantation - CME Newsletter #2 - December 2008,"TRANSPLANT ROUNDS:  The Science and Art of Transplantation - CME Newsletter #2 - December 2008 Internet Activity Enduring Material Internet Enduring Enduring Material   12/01/2008  2008  12  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2008-12-01T05:00:00Z
11480,EPILEPSY CASE AND COMMENTARY: Understanding Psychiatric Comorbidities in Epilepsy - February 2009,"EPILEPSY CASE AND COMMENTARY: Understanding Psychiatric Comorbidities in Epilepsy - February 2009 Internet Activity Enduring Material Internet Enduring Enduring Material   02/01/2009  2009  02  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-02-01T05:00:00Z
11481,test of eval id,"test of eval id Internet Activity Enduring Material Internet Enduring Enduring Material <p>dsfasdf</p>  01/01/1900  1900  01  ",Internet Activity Enduring Material,2,<p>dsfasdf</p>,S,6,Enduring Material,1900-01-01T05:00:00Z
11482,test new evalid now,"test new evalid now Internet Activity Enduring Material Internet Enduring Enduring Material <p>dfasdf</p>  01/01/1900  1900  01  ",Internet Activity Enduring Material,2,<p>dfasdf</p>,S,6,Enduring Material,1900-01-01T05:00:00Z
11483,UPDATE ON THE OTC TREATMENT OF ALLERGIES:  Focus on Allergic Conjunctivitis - March 2009,"UPDATE ON THE OTC TREATMENT OF ALLERGIES:  Focus on Allergic Conjunctivitis - March 2009 Internet Activity Enduring Material Internet Enduring Enduring Material <p><strong>NOTE:&nbsp; The University of Cincinnati and Intellisphere, LLC staff members involved in the development of this activity have no relevant financial relationships to disclose.</strong></p>  03/01/2009  2009  03  ",Internet Activity Enduring Material,2,"<p><strong>NOTE:&nbsp; The University of Cincinnati and Intellisphere, LLC staff members involved in the development of this activity have no relevant financial relationships to disclose.</strong></p>",S,6,Enduring Material,2009-03-01T05:00:00Z
11484,"CONTEMPORARY TOPICS IN RHEUMATOID ARTHRITIS:  Ocular Manifestations of the Disease - Vol. 3, No. 2 - April 2009","CONTEMPORARY TOPICS IN RHEUMATOID ARTHRITIS:  Ocular Manifestations of the Disease - Vol. 3, No. 2 - April 2009 Internet Activity Enduring Material Internet Enduring Enduring Material <p><strong>PLEASE NOTE:&nbsp; Due to a clerical error that cannot be corrected, question #12 in the test is posted twice.&nbsp;&nbsp;You must&nbsp;provide an answer to both iterations of the question in order to receive your certificate.</strong></p>
<p><strong>Thank you.</strong></p>
<p>&nbsp;</p>  04/01/2009  2009  04  ",Internet Activity Enduring Material,2,"<p><strong>PLEASE NOTE:&nbsp; Due to a clerical error that cannot be corrected, question #12 in the test is posted twice.&nbsp;&nbsp;You must&nbsp;provide an answer to both iterations of the question in order to receive your certificate.</strong></p>
<p><strong>Thank you.</strong></p>
<p>&nbsp;</p>",S,6,Enduring Material,2009-04-01T04:00:00Z
11485,"CONTEMPORARY TOPICS IN RHEUMATOID ARTHRITIS: Ocular Manifestations of the Disease - Vol. 3, No. 2 - April 2009    ","CONTEMPORARY TOPICS IN RHEUMATOID ARTHRITIS: Ocular Manifestations of the Disease - Vol. 3, No. 2 - April 2009     Internet Activity Enduring Material Internet Enduring Enduring Material   04/01/2009  2009  04  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-04-01T04:00:00Z
11486,"NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on the Role of Antiplatelet Therapy in CABG - Vol. 2, No. 1 - April 2009","NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on the Role of Antiplatelet Therapy in CABG - Vol. 2, No. 1 - April 2009 Print  Enduring Material   04/01/2009  2009  04  ",Print,2,,S,7,Enduring Material,2009-04-01T04:00:00Z
11487,"NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on the Role of Antiplatelet Therapy in CABG - April 2009 - Vol. 2, No. 1","NEW INSIGHTS INTO ATHEROTHROMBOSIS:  Focus on the Role of Antiplatelet Therapy in CABG - April 2009 - Vol. 2, No. 1 Internet Activity Enduring Material Internet Enduring Enduring Material   04/01/2009  2009  04  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-04-01T04:00:00Z
11488,"EXPLORING THE UNKNOWNS IN CONTEMPORARY ANTIPLATELET THERAPY - June 2009 ","EXPLORING THE UNKNOWNS IN CONTEMPORARY ANTIPLATELET THERAPY - June 2009  Internet Activity Enduring Material Internet Enduring Enduring Material   06/03/2009  2009  06  ",Internet Activity Enduring Material,2,,S,6,Enduring Material,2009-06-03T04:00:00Z
